Title,PMID,Abstract,Docking,text
Dynamic applicability domain (dAD): compound-target binding affinity estimates with local conformal prediction.,37594752,"Increasing efforts are being made in the field of machine learning to advance the learning of robust and accurate models from experimentally measured data and enable more efficient drug discovery processes. The prediction of binding affinity is one of the most frequent tasks of compound bioactivity modelling. Learned models for binding affinity prediction are assessed by their average performance on unseen samples, but point predictions are typically not provided with a rigorous confidence assessment. Approaches, such as the conformal predictor framework equip conventional models with a more rigorous assessment of confidence for individual point predictions. In this article, we extend the inductive conformal prediction framework for interaction data, in particular the compound-target binding affinity prediction task. The new framework is based on dynamically defined calibration sets that are specific for each testing pair and provides prediction assessment in the context of calibration pairs from its compound-target neighbourhood, enabling improved estimates based on the local properties of the prediction model. The effectiveness of the approach is benchmarked on several publicly available datasets and tested in realistic use-case scenarios with increasing levels of difficulty on a complex compound-target binding affinity space. We demonstrate that in such scenarios, novel approach combining applicability domain paradigm with conformal prediction framework, produces superior confidence assessment with valid and more informative prediction regions compared to other 'state-of-the-art' conformal prediction approaches. Dataset and the code are available on GitHub (https://github.com/mlkr-rbi/dAD).",0,"Dynamic applicability domain (dAD): compound-target binding affinity estimates with local conformal prediction. Increasing efforts are being made in the field of machine learning to advance the learning of robust and accurate models from experimentally measured data and enable more efficient drug discovery processes. The prediction of binding affinity is one of the most frequent tasks of compound bioactivity modelling. Learned models for binding affinity prediction are assessed by their average performance on unseen samples, but point predictions are typically not provided with a rigorous confidence assessment. Approaches, such as the conformal predictor framework equip conventional models with a more rigorous assessment of confidence for individual point predictions. In this article, we extend the inductive conformal prediction framework for interaction data, in particular the compound-target binding affinity prediction task. The new framework is based on dynamically defined calibration sets that are specific for each testing pair and provides prediction assessment in the context of calibration pairs from its compound-target neighbourhood, enabling improved estimates based on the local properties of the prediction model. The effectiveness of the approach is benchmarked on several publicly available datasets and tested in realistic use-case scenarios with increasing levels of difficulty on a complex compound-target binding affinity space. We demonstrate that in such scenarios, novel approach combining applicability domain paradigm with conformal prediction framework, produces superior confidence assessment with valid and more informative prediction regions compared to other 'state-of-the-art' conformal prediction approaches. Dataset and the code are available on GitHub (https://github.com/mlkr-rbi/dAD)."
Fine-grained selective similarity integration for drug-target interaction prediction.,36907663,"The discovery of drug-target interactions (DTIs) is a pivotal process in pharmaceutical development. Computational approaches are a promising and efficient alternative to tedious and costly wet-lab experiments for predicting novel DTIs from numerous candidates. Recently, with the availability of abundant heterogeneous biological information from diverse data sources, computational methods have been able to leverage multiple drug and target similarities to boost the performance of DTI prediction. Similarity integration is an effective and flexible strategy to extract crucial information across complementary similarity views, providing a compressed input for any similarity-based DTI prediction model. However, existing similarity integration methods filter and fuse similarities from a global perspective, neglecting the utility of similarity views for each drug and target. In this study, we propose a Fine-Grained Selective similarity integration approach, called FGS, which employs a local interaction consistency-based weight matrix to capture and exploit the importance of similarities at a finer granularity in both similarity selection and combination steps. We evaluate FGS on five DTI prediction datasets under various prediction settings. Experimental results show that our method not only outperforms similarity integration competitors with comparable computational costs, but also achieves better prediction performance than state-of-the-art DTI prediction approaches by collaborating with conventional base models. Furthermore, case studies on the analysis of similarity weights and on the verification of novel predictions confirm the practical ability of FGS.",0,"Fine-grained selective similarity integration for drug-target interaction prediction. The discovery of drug-target interactions (DTIs) is a pivotal process in pharmaceutical development. Computational approaches are a promising and efficient alternative to tedious and costly wet-lab experiments for predicting novel DTIs from numerous candidates. Recently, with the availability of abundant heterogeneous biological information from diverse data sources, computational methods have been able to leverage multiple drug and target similarities to boost the performance of DTI prediction. Similarity integration is an effective and flexible strategy to extract crucial information across complementary similarity views, providing a compressed input for any similarity-based DTI prediction model. However, existing similarity integration methods filter and fuse similarities from a global perspective, neglecting the utility of similarity views for each drug and target. In this study, we propose a Fine-Grained Selective similarity integration approach, called FGS, which employs a local interaction consistency-based weight matrix to capture and exploit the importance of similarities at a finer granularity in both similarity selection and combination steps. We evaluate FGS on five DTI prediction datasets under various prediction settings. Experimental results show that our method not only outperforms similarity integration competitors with comparable computational costs, but also achieves better prediction performance than state-of-the-art DTI prediction approaches by collaborating with conventional base models. Furthermore, case studies on the analysis of similarity weights and on the verification of novel predictions confirm the practical ability of FGS."
Docking with AutoDock4.,31452103,"AutoDock is one of the most popular receptor-ligand docking simulation programs. It was first released in the early 1990s and is in continuous development and adapted to specific protein targets. AutoDock has been applied to a wide range of biological systems. It has been used not only for protein-ligand docking simulation but also for the prediction of binding affinity with good correlation with experimental binding affinity for several protein systems. The latest version makes use of a semi-empirical force field to evaluate protein-ligand binding affinity and for selecting the lowest energy pose in docking simulation. AutoDock4.2.6 has an arsenal of four search algorithms to carry out docking simulation including simulated annealing, genetic algorithm, and Lamarckian algorithm. In this chapter, we describe a tutorial about how to perform docking with AutoDock4. We focus our simulations on the protein target cyclin-dependent kinase 2.",1,"Docking with AutoDock4. AutoDock is one of the most popular receptor-ligand docking simulation programs. It was first released in the early 1990s and is in continuous development and adapted to specific protein targets. AutoDock has been applied to a wide range of biological systems. It has been used not only for protein-ligand docking simulation but also for the prediction of binding affinity with good correlation with experimental binding affinity for several protein systems. The latest version makes use of a semi-empirical force field to evaluate protein-ligand binding affinity and for selecting the lowest energy pose in docking simulation. AutoDock4.2.6 has an arsenal of four search algorithms to carry out docking simulation including simulated annealing, genetic algorithm, and Lamarckian algorithm. In this chapter, we describe a tutorial about how to perform docking with AutoDock4. We focus our simulations on the protein target cyclin-dependent kinase 2."
Study on mechanism of Guilu Erxianjiao in treatment of post-traumatic stress disorder based on network pharmacology.,32489065,"The aim of this paper was to predict the multi-compound, multi-target and multi-pathway mechanism of Guilu Erxianjiao in treating post-traumatic stress disorder(PTSD) based on network pharmacology. Active compounds and corresponding targets of Guilu Erxianjiao were obtained from TCMSP, BATMAN-TCM, Chemistry and DrugBank database, and known therapeutic targets of PTSD were obtained from OMIM, TTD and DisGeNET Database. The protein interaction network of compound-disease was then built by combining with the STRING Database. Topological parameters of the network were analyzed by Cytoscape 3.6.0 to get key active compounds and their targets. The GO biological process analysis and KEGG pathway analysis of the key targets were conducted. Based on the results of KEGG, the 'compound-target-pathway' network was built by Cytoscape 3.6.0 and the results were verified by SystemsDock online molecular docking tool. The prediction results showed that there were 67 active compounds and 420 targets for Guilu Erxianjiao, and 206 known PTSD-related therapeutic targets. Besides, 66 targets, 58 terms and 22 pathways were obtained from Cytoscape 3.6.0 topological parameters analysis, GO biological process analysis, and KEGG pathway analysis, respectively. Molecular docking results showed that both target with the maximum degree value and common targets of PTSD and Guilu Erxianjiao in the pathway can be effectively combined with their corresponding active compounds through molecular docking. The results suggested that Guilu Erxianjiao could exert anti-PTSD effect by regulating synaptic plasticity, anti-apoptotic, anti-inflammatory and promoting fear memory extinction through pathways such as LTP, PI3 K/Akt/mTOR, TNF, serotonergic synapse and dopaminergic synapse. This study provides a theoretical basis for further elucidating pharmacological mechanisms of Guilu Erxianjiao in treating PTSD.",1,"Study on mechanism of Guilu Erxianjiao in treatment of post-traumatic stress disorder based on network pharmacology. The aim of this paper was to predict the multi-compound, multi-target and multi-pathway mechanism of Guilu Erxianjiao in treating post-traumatic stress disorder(PTSD) based on network pharmacology. Active compounds and corresponding targets of Guilu Erxianjiao were obtained from TCMSP, BATMAN-TCM, Chemistry and DrugBank database, and known therapeutic targets of PTSD were obtained from OMIM, TTD and DisGeNET Database. The protein interaction network of compound-disease was then built by combining with the STRING Database. Topological parameters of the network were analyzed by Cytoscape 3.6.0 to get key active compounds and their targets. The GO biological process analysis and KEGG pathway analysis of the key targets were conducted. Based on the results of KEGG, the 'compound-target-pathway' network was built by Cytoscape 3.6.0 and the results were verified by SystemsDock online molecular docking tool. The prediction results showed that there were 67 active compounds and 420 targets for Guilu Erxianjiao, and 206 known PTSD-related therapeutic targets. Besides, 66 targets, 58 terms and 22 pathways were obtained from Cytoscape 3.6.0 topological parameters analysis, GO biological process analysis, and KEGG pathway analysis, respectively. Molecular docking results showed that both target with the maximum degree value and common targets of PTSD and Guilu Erxianjiao in the pathway can be effectively combined with their corresponding active compounds through molecular docking. The results suggested that Guilu Erxianjiao could exert anti-PTSD effect by regulating synaptic plasticity, anti-apoptotic, anti-inflammatory and promoting fear memory extinction through pathways such as LTP, PI3 K/Akt/mTOR, TNF, serotonergic synapse and dopaminergic synapse. This study provides a theoretical basis for further elucidating pharmacological mechanisms of Guilu Erxianjiao in treating PTSD."
Sequence-based drug-target affinity prediction using weighted graph neural networks.,35715739,"Affinity prediction between molecule and protein is an important step of virtual screening, which is usually called drug-target affinity (DTA) prediction. Its accuracy directly influences the progress of drug development. Sequence-based drug-target affinity prediction can predict the affinity according to protein sequence, which is fast and can be applied to large datasets. However, due to the lack of protein structure information, the accuracy needs to be improved. The proposed model which is called WGNN-DTA can be competent in drug-target affinity (DTA) and compound-protein interaction (CPI) prediction tasks. Various experiments are designed to verify the performance of the proposed method in different scenarios, which proves that WGNN-DTA has the advantages of simplicity and high accuracy. Moreover, because it does not need complex steps such as multiple sequence alignment (MSA), it has fast execution speed, and can be suitable for the screening of large databases. We construct protein and molecular graphs through sequence and SMILES that can effectively reflect their structures. To utilize the detail contact information of protein, graph neural network is used to extract features and predict the binding affinity based on the graphs, which is called weighted graph neural networks drug-target affinity predictor (WGNN-DTA). The proposed method has the advantages of simplicity and high accuracy.",0,"Sequence-based drug-target affinity prediction using weighted graph neural networks. Affinity prediction between molecule and protein is an important step of virtual screening, which is usually called drug-target affinity (DTA) prediction. Its accuracy directly influences the progress of drug development. Sequence-based drug-target affinity prediction can predict the affinity according to protein sequence, which is fast and can be applied to large datasets. However, due to the lack of protein structure information, the accuracy needs to be improved. The proposed model which is called WGNN-DTA can be competent in drug-target affinity (DTA) and compound-protein interaction (CPI) prediction tasks. Various experiments are designed to verify the performance of the proposed method in different scenarios, which proves that WGNN-DTA has the advantages of simplicity and high accuracy. Moreover, because it does not need complex steps such as multiple sequence alignment (MSA), it has fast execution speed, and can be suitable for the screening of large databases. We construct protein and molecular graphs through sequence and SMILES that can effectively reflect their structures. To utilize the detail contact information of protein, graph neural network is used to extract features and predict the binding affinity based on the graphs, which is called weighted graph neural networks drug-target affinity predictor (WGNN-DTA). The proposed method has the advantages of simplicity and high accuracy."
Modality-DTA: Multimodality Fusion Strategy for Drug-Target Affinity Prediction.,36083952,"Prediction of the drug-target affinity (DTA) plays an important role in drug discovery. Existing deep learning methods for DTA prediction typically leverage a single modality, namely simplified molecular input line entry specification (SMILES) or amino acid sequence to learn representations. SMILES or amino acid sequences can be encoded into different modalities. Multimodality data provide different kinds of information, with complementary roles for DTA prediction. We propose Modality-DTA, a novel deep learning method for DTA prediction that leverages the multimodality of drugs and targets. A group of backward propagation neural networks is applied to ensure the completeness of the reconstruction process from the latent feature representation to original multimodality data. The tag between the drug and target is used to reduce the noise information in the latent representation from multimodality data. Experiments on three benchmark datasets show that our Modality-DTA outperforms existing methods in all metrics. Modality-DTA reduces the mean square error by 15.7% and improves the area under the precisionrecall curve by 12.74% in the Davis dataset. We further find that the drug modality Morgan fingerprint and the target modality generated by one-hot-encoding play the most significant roles. To the best of our knowledge, Modality-DTA is the first method to explore multimodality for DTA prediction.",0,"Modality-DTA: Multimodality Fusion Strategy for Drug-Target Affinity Prediction. Prediction of the drug-target affinity (DTA) plays an important role in drug discovery. Existing deep learning methods for DTA prediction typically leverage a single modality, namely simplified molecular input line entry specification (SMILES) or amino acid sequence to learn representations. SMILES or amino acid sequences can be encoded into different modalities. Multimodality data provide different kinds of information, with complementary roles for DTA prediction. We propose Modality-DTA, a novel deep learning method for DTA prediction that leverages the multimodality of drugs and targets. A group of backward propagation neural networks is applied to ensure the completeness of the reconstruction process from the latent feature representation to original multimodality data. The tag between the drug and target is used to reduce the noise information in the latent representation from multimodality data. Experiments on three benchmark datasets show that our Modality-DTA outperforms existing methods in all metrics. Modality-DTA reduces the mean square error by 15.7% and improves the area under the precisionrecall curve by 12.74% in the Davis dataset. We further find that the drug modality Morgan fingerprint and the target modality generated by one-hot-encoding play the most significant roles. To the best of our knowledge, Modality-DTA is the first method to explore multimodality for DTA prediction."
TeM-DTBA: time-efficient drug target binding affinity prediction using multiple modalities with Lasso feature selection.,37777631,"Drug discovery, especially virtual screening and drug repositioning, can be accelerated through deeper understanding and prediction of Drug Target Interactions (DTIs). The advancement of deep learning as well as the time and financial costs associated with conventional wet-lab experiments have made computational methods for DTI prediction more popular. However, the majority of these computational methods handle the DTI problem as a binary classification task, ignoring the quantitative binding affinity that determines the drug efficacy to their target proteins. Moreover, computational space as well as execution time of the model is often ignored over accuracy. To address these challenges, we introduce a novel method, called Time-efficient Multimodal Drug Target Binding Affinity (TeM-DTBA), which predicts the binding affinity between drugs and targets by fusing different modalities based on compound structures and target sequences. We employ the Lasso feature selection method, which lowers the dimensionality of feature vectors and speeds up the proposed model training time by more than 50%. The results from two benchmark datasets demonstrate that our method outperforms state-of-the-art methods in terms of performance. The mean squared errors of 18.8% and 23.19%, achieved on the KIBA and Davis datasets, respectively, suggest that our method is more accurate in predicting drug-target binding affinity.",0,"TeM-DTBA: time-efficient drug target binding affinity prediction using multiple modalities with Lasso feature selection. Drug discovery, especially virtual screening and drug repositioning, can be accelerated through deeper understanding and prediction of Drug Target Interactions (DTIs). The advancement of deep learning as well as the time and financial costs associated with conventional wet-lab experiments have made computational methods for DTI prediction more popular. However, the majority of these computational methods handle the DTI problem as a binary classification task, ignoring the quantitative binding affinity that determines the drug efficacy to their target proteins. Moreover, computational space as well as execution time of the model is often ignored over accuracy. To address these challenges, we introduce a novel method, called Time-efficient Multimodal Drug Target Binding Affinity (TeM-DTBA), which predicts the binding affinity between drugs and targets by fusing different modalities based on compound structures and target sequences. We employ the Lasso feature selection method, which lowers the dimensionality of feature vectors and speeds up the proposed model training time by more than 50%. The results from two benchmark datasets demonstrate that our method outperforms state-of-the-art methods in terms of performance. The mean squared errors of 18.8% and 23.19%, achieved on the KIBA and Davis datasets, respectively, suggest that our method is more accurate in predicting drug-target binding affinity."
MOKPE: drug-target interaction prediction via manifold optimization based kernel preserving embedding.,37407927,"In many applications of bioinformatics, data stem from distinct heterogeneous sources. One of the well-known examples is the identification of drug-target interactions (DTIs), which is of significant importance in drug discovery. In this paper, we propose a novel framework, manifold optimization based kernel preserving embedding (MOKPE), to efficiently solve the problem of modeling heterogeneous data. Our model projects heterogeneous drug and target data into a unified embedding space by preserving drug-target interactions and drug-drug, target-target similarities simultaneously. We performed ten replications of ten-fold cross validation on four different drug-target interaction network data sets for predicting DTIs for previously unseen drugs. The classification evaluation metrics showed better or comparable performance compared to previous similarity-based state-of-the-art methods. We also evaluated MOKPE on predicting unknown DTIs of a given network. Our implementation of the proposed algorithm in R together with the scripts that replicate the reported experiments is publicly available at https://github.com/ocbinatli/mokpe .",0,"MOKPE: drug-target interaction prediction via manifold optimization based kernel preserving embedding. In many applications of bioinformatics, data stem from distinct heterogeneous sources. One of the well-known examples is the identification of drug-target interactions (DTIs), which is of significant importance in drug discovery. In this paper, we propose a novel framework, manifold optimization based kernel preserving embedding (MOKPE), to efficiently solve the problem of modeling heterogeneous data. Our model projects heterogeneous drug and target data into a unified embedding space by preserving drug-target interactions and drug-drug, target-target similarities simultaneously. We performed ten replications of ten-fold cross validation on four different drug-target interaction network data sets for predicting DTIs for previously unseen drugs. The classification evaluation metrics showed better or comparable performance compared to previous similarity-based state-of-the-art methods. We also evaluated MOKPE on predicting unknown DTIs of a given network. Our implementation of the proposed algorithm in R together with the scripts that replicate the reported experiments is publicly available at https://github.com/ocbinatli/mokpe ."
Discovery of novel targets and mechanisms of MEK inhibitor Selumetinib for LGG treatment based on molecular docking and molecular dynamics simulation.,35523987,"Based on molecular docking and molecular dynamics simulation, to find a new target and mechanism of MEK inhibitor Selumetinib in the treatment of low-grade glioma (LGG), and to provide theoretical guidance for its clinical medication. All possible targets of Selumetinib were fished through the compound target prediction database. New targets of Selumetinib in the treatment of LGG were found and its mechanism was evaluated employing molecular docking, gene difference analysis, molecular dynamics simulation, and protein subcellular localization prediction. A total of 100 Selumetinib targets and 85 LGG-related targets were screened in this study. There were 7 active targets at the intersection of the two. Through protein interaction (PPI), gene enrichment analysis, and gene difference analysis, one effective target of Selumetinib was finally screened, CDK2 mainly existing in the cytoplasm, endoplasmic reticulum, and plasma membrane; the target plays a role in the treatment of LGG by inhibiting the signal pathways of PI3K Akt and participating in biological processes such as peptide amino acid modification, regulation of intracellular signal transduction, and positive regulation of cell metabolism. CDK2 may be a new direction of Selumetinib in the clinical treatment of LGG.",1,"Discovery of novel targets and mechanisms of MEK inhibitor Selumetinib for LGG treatment based on molecular docking and molecular dynamics simulation. Based on molecular docking and molecular dynamics simulation, to find a new target and mechanism of MEK inhibitor Selumetinib in the treatment of low-grade glioma (LGG), and to provide theoretical guidance for its clinical medication. All possible targets of Selumetinib were fished through the compound target prediction database. New targets of Selumetinib in the treatment of LGG were found and its mechanism was evaluated employing molecular docking, gene difference analysis, molecular dynamics simulation, and protein subcellular localization prediction. A total of 100 Selumetinib targets and 85 LGG-related targets were screened in this study. There were 7 active targets at the intersection of the two. Through protein interaction (PPI), gene enrichment analysis, and gene difference analysis, one effective target of Selumetinib was finally screened, CDK2 mainly existing in the cytoplasm, endoplasmic reticulum, and plasma membrane; the target plays a role in the treatment of LGG by inhibiting the signal pathways of PI3K Akt and participating in biological processes such as peptide amino acid modification, regulation of intracellular signal transduction, and positive regulation of cell metabolism. CDK2 may be a new direction of Selumetinib in the clinical treatment of LGG."
SAM-DTA: a sequence-agnostic model for drug-target binding affinity prediction.,36545795,"Drug-target binding affinity prediction is a fundamental task for drug discovery and has been studied for decades. Most methods follow the canonical paradigm that processes the inputs of the protein (target) and the ligand (drug) separately and then combines them together. In this study we demonstrate, surprisingly, that a model is able to achieve even superior performance without access to any protein-sequence-related information. Instead, a protein is characterized completely by the ligands that it interacts. Specifically, we treat different proteins separately, which are jointly trained in a multi-head manner, so as to learn a robust and universal representation of ligands that is generalizable across proteins. Empirical evidences show that the novel paradigm outperforms its competitive sequence-based counterpart, with the Mean Squared Error (MSE) of 0.4261 versus 0.7612 and the R-Square of 0.7984 versus 0.6570 compared with DeepAffinity. We also investigate the transfer learning scenario where unseen proteins are encountered after the initial training, and the cross-dataset evaluation for prospective studies. The results reveals the robustness of the proposed model in generalizing to unseen proteins as well as in predicting future data. Source codes and data are available at https://github.com/huzqatpku/SAM-DTA.",0,"SAM-DTA: a sequence-agnostic model for drug-target binding affinity prediction. Drug-target binding affinity prediction is a fundamental task for drug discovery and has been studied for decades. Most methods follow the canonical paradigm that processes the inputs of the protein (target) and the ligand (drug) separately and then combines them together. In this study we demonstrate, surprisingly, that a model is able to achieve even superior performance without access to any protein-sequence-related information. Instead, a protein is characterized completely by the ligands that it interacts. Specifically, we treat different proteins separately, which are jointly trained in a multi-head manner, so as to learn a robust and universal representation of ligands that is generalizable across proteins. Empirical evidences show that the novel paradigm outperforms its competitive sequence-based counterpart, with the Mean Squared Error (MSE) of 0.4261 versus 0.7612 and the R-Square of 0.7984 versus 0.6570 compared with DeepAffinity. We also investigate the transfer learning scenario where unseen proteins are encountered after the initial training, and the cross-dataset evaluation for prospective studies. The results reveals the robustness of the proposed model in generalizing to unseen proteins as well as in predicting future data. Source codes and data are available at https://github.com/huzqatpku/SAM-DTA."
Predicting Drug-Target Affinity by Learning Protein Knowledge From Biological Networks.,37018115,"Predicting drug-target affinity (DTA) is a crucial step in the process of drug discovery. Efficient and accurate prediction of DTA would greatly reduce the time and economic cost of new drug development, which has encouraged the emergence of a large number of deep learning-based DTA prediction methods. In terms of the representation of target proteins, current methods can be classified into 1D sequence- and 2D-protein graph-based methods. However, both two approaches focused only on the inherent properties of the target protein, but neglected the broad prior knowledge regarding protein interactions that have been clearly elucidated in past decades. Aiming at the above issue, this work presents an end-to-end DTA prediction method named MSF-DTA (Multi-Source Feature Fusion-based Drug-Target Affinity). The contributions can be summarized as follows. First, MSF-DTA adopts a novel ""neighboring feature""-based protein representation. Instead of utilizing only the inherent features of a target protein, MSF-DTA gathers additional information for the target protein from its biologically related ""neighboring"" proteins in PPI (i.e., protein-protein interaction) and SSN (i.e., sequence similarity) networks to get prior knowledge. Second, the representation was learned using an advanced graph pre-training framework, VGAE, which could not only gather node features but also learn topological connections, therefore contributing to a richer protein representation and benefiting the downstream DTA prediction task. This study provides new perspective for the DTA prediction task, and evaluation results demonstrated that MSF-DTA obtained superior performances compared to current state-of-the-art methods.",0,"Predicting Drug-Target Affinity by Learning Protein Knowledge From Biological Networks. Predicting drug-target affinity (DTA) is a crucial step in the process of drug discovery. Efficient and accurate prediction of DTA would greatly reduce the time and economic cost of new drug development, which has encouraged the emergence of a large number of deep learning-based DTA prediction methods. In terms of the representation of target proteins, current methods can be classified into 1D sequence- and 2D-protein graph-based methods. However, both two approaches focused only on the inherent properties of the target protein, but neglected the broad prior knowledge regarding protein interactions that have been clearly elucidated in past decades. Aiming at the above issue, this work presents an end-to-end DTA prediction method named MSF-DTA (Multi-Source Feature Fusion-based Drug-Target Affinity). The contributions can be summarized as follows. First, MSF-DTA adopts a novel ""neighboring feature""-based protein representation. Instead of utilizing only the inherent features of a target protein, MSF-DTA gathers additional information for the target protein from its biologically related ""neighboring"" proteins in PPI (i.e., protein-protein interaction) and SSN (i.e., sequence similarity) networks to get prior knowledge. Second, the representation was learned using an advanced graph pre-training framework, VGAE, which could not only gather node features but also learn topological connections, therefore contributing to a richer protein representation and benefiting the downstream DTA prediction task. This study provides new perspective for the DTA prediction task, and evaluation results demonstrated that MSF-DTA obtained superior performances compared to current state-of-the-art methods."
De Novo Prediction of Drug-Target Interactions Using Laplacian Regularized Schatten <b><i>p</i></b>-Norm Minimization.,33481664,"<b>In pharmaceutical sciences, a crucial step of the drug discovery is the identification of drug-target interactions (DTIs). However, only a small portion of the DTIs have been experimentally validated. Moreover, it is an extremely laborious, expensive, and time-consuming procedure to capture new interactions between drugs and targets through traditional biochemical experiments. Therefore, designing computational methods for predicting potential interactions to guide the experimental verification is of practical significance, especially for de novo situation. In this article, we propose a new algorithm, namely Laplacian regularized Schatten <i>p</i>-norm minimization (LRSpNM), to predict potential target proteins for novel drugs and potential drugs for new targets where there are no known interactions. Specifically, we first take advantage of the drug and target similarity information to dynamically prefill the partial unknown interactions. Then based on the assumption that the interaction matrix is low-rank, we use Schatten <i>p</i>-norm minimization model combined with Laplacian regularization terms to improve prediction performance in the new drug/target cases. Finally, we numerically solve the LRSpNM model by an efficient alternating direction method of multipliers algorithm. We evaluate LRSpNM on five data sets and an extensive set of numerical experiments show that LRSpNM achieves better and more robust performance than five state-of-the-art DTIs prediction algorithms. In addition, we conduct two case studies for new drug and new target prediction, which illustrates that LRSpNM can successfully predict most of the experimental validated DTIs.</b>",0,"De Novo Prediction of Drug-Target Interactions Using Laplacian Regularized Schatten <b><i>p</i></b>-Norm Minimization. <b>In pharmaceutical sciences, a crucial step of the drug discovery is the identification of drug-target interactions (DTIs). However, only a small portion of the DTIs have been experimentally validated. Moreover, it is an extremely laborious, expensive, and time-consuming procedure to capture new interactions between drugs and targets through traditional biochemical experiments. Therefore, designing computational methods for predicting potential interactions to guide the experimental verification is of practical significance, especially for de novo situation. In this article, we propose a new algorithm, namely Laplacian regularized Schatten <i>p</i>-norm minimization (LRSpNM), to predict potential target proteins for novel drugs and potential drugs for new targets where there are no known interactions. Specifically, we first take advantage of the drug and target similarity information to dynamically prefill the partial unknown interactions. Then based on the assumption that the interaction matrix is low-rank, we use Schatten <i>p</i>-norm minimization model combined with Laplacian regularization terms to improve prediction performance in the new drug/target cases. Finally, we numerically solve the LRSpNM model by an efficient alternating direction method of multipliers algorithm. We evaluate LRSpNM on five data sets and an extensive set of numerical experiments show that LRSpNM achieves better and more robust performance than five state-of-the-art DTIs prediction algorithms. In addition, we conduct two case studies for new drug and new target prediction, which illustrates that LRSpNM can successfully predict most of the experimental validated DTIs.</b>"
Molecular Docking and Network Pharmacology Interaction Analysis of Gingko Biloba (EGB761) Extract with Dual Target Inhibitory Mechanism in Alzheimer's Disease.,37066913,"Background: Alzheimer's disease (AD) is the most common type of neurodegenerative dementia affecting people in their later years of life. The AD prevalence rate has significantly increased due to a lack of early detection technology and low therapeutic efficacy. Despite recent scientific advances, some aspects of AD pathological targets still require special attention. Certain traditionally consumed phytocompounds have been used for thousands of years to treat such pathologies. The standard extract of Gingko biloba (EGB761) is a combination of 13 macro phyto-compounds and various other micro phytocompounds that have shown greater therapeutic potential against the pathology of AD. Objective: Strong physiological evidence of cognitive health preservation has been observed in elderly people who keep an active lifestyle. According to some theories, consuming certain medicinal extracts helps build cognitive reserve. We outline the research employing EGB761 as a dual target for AD. Methods: This study investigates various inhibitory targets against AD using computational approaches such as molecular docking, network pharmacology, ADMET (full form), and bioactivity prediction of the selected compounds. Results: After interaction studies were done for all the phytoconstituents of EGB761, it was concluded that all four of the phytocompounds (kaempferol, isorhamnetin, quercetin, and ginkgotoxin) showed the maximum inhibitory activity against acetylcholinesterase (AChE) and GSK3β. Conclusion: The highly active phytocompounds of EGB761, especially quercetin, kaempferol, and isorhamnetin, have better activity against AChE and GSK3β than its reported synthetic drug, according to molecular docking and network pharmacology research. These compounds may act on multiple targets in the protein network of AD. The AChE theory was primarily responsible for EGB761's therapeutic efficacy in treating AD.",1,"Molecular Docking and Network Pharmacology Interaction Analysis of Gingko Biloba (EGB761) Extract with Dual Target Inhibitory Mechanism in Alzheimer's Disease. Background: Alzheimer's disease (AD) is the most common type of neurodegenerative dementia affecting people in their later years of life. The AD prevalence rate has significantly increased due to a lack of early detection technology and low therapeutic efficacy. Despite recent scientific advances, some aspects of AD pathological targets still require special attention. Certain traditionally consumed phytocompounds have been used for thousands of years to treat such pathologies. The standard extract of Gingko biloba (EGB761) is a combination of 13 macro phyto-compounds and various other micro phytocompounds that have shown greater therapeutic potential against the pathology of AD. Objective: Strong physiological evidence of cognitive health preservation has been observed in elderly people who keep an active lifestyle. According to some theories, consuming certain medicinal extracts helps build cognitive reserve. We outline the research employing EGB761 as a dual target for AD. Methods: This study investigates various inhibitory targets against AD using computational approaches such as molecular docking, network pharmacology, ADMET (full form), and bioactivity prediction of the selected compounds. Results: After interaction studies were done for all the phytoconstituents of EGB761, it was concluded that all four of the phytocompounds (kaempferol, isorhamnetin, quercetin, and ginkgotoxin) showed the maximum inhibitory activity against acetylcholinesterase (AChE) and GSK3β. Conclusion: The highly active phytocompounds of EGB761, especially quercetin, kaempferol, and isorhamnetin, have better activity against AChE and GSK3β than its reported synthetic drug, according to molecular docking and network pharmacology research. These compounds may act on multiple targets in the protein network of AD. The AChE theory was primarily responsible for EGB761's therapeutic efficacy in treating AD."
